prioridad,mlu,titulo,isbn,stock,publicaciones_mismo_isbn,categoria,enriquecida,ficha_ampliada,falta,motivo,google_books,open_library,bne,loc,dnb
1,MLU687363560,Animales - Dibujos Paso A Paso,9781409591238,25,2,infantil-juvenil,no,no,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
2,MLU687454548,Libro: Animales - Dibujos Paso A Paso,9781409591238,25,2,infantil-juvenil,no,no,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3,MLU802209486,"Teoria Del Caos - Murphy Robert P., La--barbarroja Lib",9789873773433,4,2,otros-libros,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
4,MLU643862121,"Libreniñez : Un Manifiesto, De Marianela Casanova. Editorial Hora Mágica, Tapa Blanda En Español",9789878806297,13,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
5,MLU636004998,El Señor Tormenta - Pez Y Cubillas * Sm,9789875730243,8,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
6,MLU628097949,Duermete Lindo,9789502417172,2,2,otros-libros,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
7,MLU634014207,Las Mamás Y Los Bebés Primero,9789879869673,4,4,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
8,MLU669964920,"Las Mamás Y Los Bebés Primero, De Szejer Caumel Dauphin. Editorial Creavida En Español",9789879869673,4,4,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
9,MLU1043928612,"Es Primavera, De Aa. Vv.. Editorial Hachette, Tapa Blanda En Español",9788418182389,1,2,otros-libros,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
10,MLU1302839010,Edipo Gay,9789569441912,1,2,otros-libros,no,no,editorial · páginas · año · idioma · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
11,MLU644205629,"Intervención En Dificultades De Lectoescritura: Estimulación De La Conciencia Fonológica, De Varios Autores. N/a, Vol. 1. Editorial Psylicom, Tapa Blanda En Español",9788412740608,1,2,otros-libros,no,no,autor · editorial · páginas · año · temas,evidencia_insuficiente,encontrado,sin_datos,sin_datos,sin_datos,sin_datos
12,MLU680176182,Travel. La Vuelta Al Mundo En 1000 Preguntas - Aa. Vv,9788408237365,1,2,otros-libros,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,encontrado,sin_datos,sin_datos
13,MLU680240878,Travel. La Vuelta Al Mundo En 1000 Preguntas - Aa. Vv,9788408237365,1,2,otros-libros,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,encontrado,sin_datos,sin_datos
14,MLU694173480,Lego Star Wars - Grandes Batallas Galácticas Jedi Han Solo,9788417480325,1,2,otros-libros,no,no,autor · editorial · páginas · año · temas,ninguna_fuente_lo_conoce,sin_datos,sin_datos,sin_datos,sin_datos,sin_datos
15,MLU694186198,Lego Star Wars - Divertidas Misiones Galácticas,9788417441333,1,2,otros-libros,no,no,autor · editorial · páginas · año · temas,falta_google_books,error,sin_datos,sin_datos,sin_datos,sin_datos
16,MLU694276418,"Lego Star Wars. Grandes Batallas Galácticas, De Vv. Aa.. Editorial Ecc En Español",9788417480325,1,2,otros-libros,no,no,autor · editorial · páginas · año · temas,ninguna_fuente_lo_conoce,sin_datos,sin_datos,sin_datos,sin_datos,sin_datos
17,MLU694387530,"Lego Star Wars. Divertidas Misiones Galácticas, De Vvaa. Editorial Ecc En Español",9788417441333,1,2,otros-libros,no,no,autor · editorial · páginas · año · temas,falta_google_books,error,sin_datos,sin_datos,sin_datos,sin_datos
18,MLU703406064,"Arteterapia. El Rey León, De Aa. Vv.. Editorial Hachette, Tapa Blanda En Español",9788417586195,1,2,otros-libros,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
19,MLU728063126,"El Magico Mundo Del Fondo Del Mar, De Aa.vv.. Bebés Llorones, Vol. 1. Editorial Panini España S.a., Tapa Blanda En Español",9788410511729,1,2,otros-libros,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
20,MLU687686532,"Competencias Parentales, De Rosa Ines. Editorial Cauquen, Tapa Blanda En Español",9789871624089,5,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
21,MLU687389574,Libro: Mi Primer Gran Album De Pegatinas - Vv.aa,9781409529491,6,2,infantil-juvenil,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
22,MLU687480574,Mi Primer Gran Album De Pegatinas - Vv.aa,9781409529491,6,2,infantil-juvenil,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
23,MLU1314314626,"Libro Casa De Muñecas De Gabby, La Pizarra Magica, De Anónimo, Vol. 1. Editorial Phidal Inc, Tapa Blanda",9782764375051,1,2,infantil-juvenil/actividades-aprendizaje,no,no,autor · editorial · páginas · año · idioma · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
24,MLU1346613772,Libro Kit Memoria Cognitiva Vuelta Al Mundo Detalles,9789874890252,1,3,otros-libros,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
25,MLU721130720,"Mi Estuche De Pictos, De Aavv. Editorial Grupo Editorial Universitario En Español",,2,1,otros-libros,no,no,autor · editorial · páginas · año · temas,sin_isbn_valido,pendiente,pendiente,pendiente,pendiente,pendiente
26,MLU1412217698,Sanar Dentro De Nuestras Relaciones Alcohólicas,9781958383070,3,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
27,MLU1412218384,Un Principio Espiritual Por Día Narcóticos Anónimos,9781633804241,3,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
28,MLU641936153,Rubio Escritura Caligrafia Dificul.media 16(parkinson,9788416744046,3,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,error,sin_datos
29,MLU679657860,"Sobreviviendo A Una Psicopata Ojala Nunca Hubiera.., De Simón, Ramiro. Editorial Ramiro Simon En Español",9789878689050,3,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
30,MLU724853170,"Cuaderno De Dislexia Y Lectoescritura. 5-7 Años: ¿jugamos Con Los Sonidos?, De Izquierdo Prieto, Juan José., Vol. 1. Editorial Atomo Games Editorial (libros), Tapa Blanda En Español",9788409593262,3,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,error,sin_datos,sin_datos,sin_datos,sin_datos
31,MLU802650684,Teoría Caos Murphy Libro Anarcocapitalismo Economía,9789873773433,4,2,negocios-economia,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
32,MLU1447491564,Lote Folklore Martin Fierro Yupanqui Falu Cuartel Sabalero,,1,1,otros-libros,no,no,autor · editorial · páginas · año · temas,sin_isbn_valido,pendiente,pendiente,pendiente,pendiente,pendiente
33,MLU696074307,Lote Libros Banda Oriental Butazzoni Paternain Cane Parra,,1,1,otros-libros,no,no,autor · editorial · páginas · año · temas,sin_isbn_valido,pendiente,pendiente,pendiente,pendiente,pendiente
34,MLU696621883,Pack Infantil Animales Granja Y Mascotas X3,9780369426987,1,1,sin-clasificar,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
35,MLU698733187,Pack 3 Libros Humor Uruguayo José Firpo Peloduro Arca Usados,9788335996892,1,1,otros-libros,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
36,MLU699626001,Pack 2 Libros Historias Reales Graf Spee A Sangre Fría Usado,9784301657071,1,1,sin-clasificar,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
37,MLU700119211,Pack 2 Libros Graf Spee Batalla Río Plata Uruguay,9789627196822,1,1,sin-clasificar,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,pendiente,pendiente
38,MLU711246284,Tarjetas Postales Studio Ghibli Vol 2 Final Frames 1984-2023,9781797224503,1,1,otros-libros,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
39,MLU953411582,Lote 9 Guías Turísticas Turquía Estambul Capadocia Malta,9787142482451,1,1,otros-libros,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
40,MLU1044629634,"Libro Pequeña Guia Verde Para Acompañar A Madres Y Niñxs, De Adriana Marcus, Vol. 1. Editorial Madreselva, Tapa Blanda",9789873861765,2,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
41,MLU1220693488,"Familias, Parejas, Analistas",9789508926838,2,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
42,MLU1317435290,"Mi Primera Comunión (rosa), De Varios. Editorial Ediciones Suromex, Tapa Dura En Español, 2022",9788467725377,2,2,otros-libros,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
43,MLU1396920042,"Ojos De Gaza, Los - Plestia Alaqad",9791387600327,2,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,encontrado,error,sin_datos
44,MLU1412218416,Los Milagros Ocurren Na Narcoticos Anonimos,9781633803398,2,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
45,MLU1414076220,Libro - Trasnoche De Pablo De Santis,9789504646648,2,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
46,MLU1505128778,International Primary Science Workbook: Stage 2 - Unknown - Collins - Blanda,9780008368944,2,2,sin-clasificar,no,no,autor · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
47,MLU628756927,El Asunto - Von Rebeur Ana (libro),9789504930051,2,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
48,MLU628851356,Libro Chibi - Varios Autores - Magazzini Salani,9788893679565,2,2,otros-libros,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
49,MLU636119090,El Bosque No Se Vende - Abrazo De Letras - Serie Roja,9789871561346,2,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
50,MLU643926631,"No Al Fracaso Escolar, De Clara Jasiner., Vol. 1. Editorial Lugar Editorial, Tapa Blanda, Edición No Al Fracaso Escolar En Español",9789508924735,2,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
51,MLU680674638,"El Bestiario De Las Catedrales, De Mario Agudo Villanueva. Editorial Almuzara, Tapa Blanda En Español",9788411316194,2,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
52,MLU702460164,Los Milagros Ocurren Na Narcoticos Anonimos,9781633803398,2,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
53,MLU714917984,Libro - Borges Y Yo - Jay Parini - Emecé,9789500440783,2,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
54,MLU715787398,Headway Elementary (5th.edition) - Audio Cd,9780194527552,2,2,otros-productos/discos-vinilos,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
55,MLU736129132,"Aprendizajes Filosoficos - Cerletti, Coulo, De Cerletti, Coulo. Editorial Noveduc, Edición 1 En Español",9789875384309,2,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
56,MLU957789536,"Libro Violencia En Las Parejas, De Sandra Hiriart, Vol. Único. Editorial Hugo Benjamin, Tapa Blanda",9786316548450,2,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
57,MLU863267070,Dinosaurios Libro Juegos Puzzle Actividades Dino Niños,9789878203744,3,2,infantil-juvenil/literatura-infantil,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
58,MLU863358020,"Dinosaurios Libro De Juegos Y Puzzle: Libro De Juegos Y Puzzle, De Anonimo., Vol. 1. Editorial El Gato De Hojalata, Tapa Tapa Blanda En Español",9789878203744,3,2,infantil-juvenil,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
59,MLU1241823224,Los Doce Pasos De Deudores Anónimos,9798842465941,1,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
60,MLU1258432688,Van Gogh,9788445909263,1,2,otros-libros,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
61,MLU1260470788,Mis Amigos Capibaras Carpinchos Phidal Infantil Escolar,9782764375334,1,2,otros-libros,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
62,MLU1317084612,"Trotamundos En 200 Ciudades, De Aa. Vv.. Editorial Libros Cupula, Tapa Blanda En Español / Castellano, 2024",9788448041489,1,2,otros-libros,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
63,MLU1420573720,Memento Mori - Recuerda Tu Muerte,9798294067946,1,2,otros-libros,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
64,MLU1425929040,Pack 5 Revistas De Crochet Para Perros Tejido Mascotas,9780067923153,1,2,otros-productos/papeleria-manualidades,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
65,MLU1452588952,Libro: Quédate Contigo: 101 Reflexiones Para Mujeres El De A,9798196137013,1,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
66,MLU628031200,Coordinando Grupos Jasiner Graciela,9789508922816,1,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
67,MLU628044492,Libro De Cero A Uno Antroposófica Paulien Bom Y Machteld,9789876820400,1,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
68,MLU634017685,"Hazte Rico, Vende Humo P. Modernos Creativos",9788412233650,1,2,otros-libros,no,no,autor · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
69,MLU636069172,Libro Los Sonidos Del Silencio En El Abuso De Bettina Calvi,9789508926494,1,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
70,MLU636119144,"Política Y Hospitalidad - Penchaszadeh, Ana Paula (papel)",9789502322377,1,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
71,MLU636938887,"Arteterapia. Colorea Y Enmarca. Princesas, De Vários Autores. Editorial Hachette, Tapa Blanda En Español",9788417586577,1,2,otros-libros,no,no,autor · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
72,MLU637698878,Un Super Papá Llamado,9788408236962,1,2,otros-libros,no,no,autor · páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,error,sin_datos
73,MLU644610362,Cuadrados Magicos Grandes Clasicos,9788417586126,1,2,otros-libros,no,no,autor · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
74,MLU645213733,Guitarras Pasado Y Presente / Lexus,9788445909560,1,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
75,MLU646121202,Agenda Fortnite 2022-2023 Fortnite Battle Royale,9788418182945,1,2,otros-productos/papeleria-manualidades,no,no,autor · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
76,MLU646991875,Un No Impronunciable - Vasallo Sara,9789506495084,1,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
77,MLU656981024,"Libro Un Superpapá Llamado..., De Vv. Aa.. Editorial Zenith, Tapa Dura",9788408236962,1,2,otros-libros,no,no,autor · páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,error,sin_datos
78,MLU658053386,"Libro Grandes Clasicos, De Vv. Aa.. Editorial Hachette, Tapa Blanda",9788418182402,1,2,otros-libros,no,no,autor · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
79,MLU659594052,"Libro Hazte Rico, Vende Humo",9788412233650,1,2,otros-libros,no,no,autor · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
80,MLU669371830,Libro Enseñar Pensando En Todos,9788411206839,1,2,otros-libros,no,no,editorial · páginas · idioma · temas,falta_google_books,pendiente,encontrado,encontrado,sin_datos,sin_datos
81,MLU671009536,Arteterapia Colorea Y Enmarca Princesas,9788417586577,1,2,otros-libros,no,no,autor · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
82,MLU681817136,Arteterapia- Mujeres - M4 Editora,9789877433357,1,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
83,MLU681829886,Arteterapia Y Resiliencia - Lopez,9789878461007,1,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
84,MLU681908128,Libro: Arteterapia - Mujeres - M4 Editora,9789877433357,1,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
85,MLU683751510,Metodo Grez - Los Mitos Me Tienen Gordo Y Enfermo,9781974024742,1,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
86,MLU684204782,"Experiencias De Tiresias, De Nicole Loraux. Editorial Biblos, Tapa Blanda En Español",9789507863554,1,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
87,MLU685169316,Pack 5 Revistas De Crochet Para Perros Tejido Mascotas,9780067923153,1,2,otros-productos/papeleria-manualidades,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
88,MLU685311268,Pack 5 Revistas De Crochet Para Perros Tejido Mascotas,9788039089814,1,2,otros-productos/papeleria-manualidades,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
89,MLU692778019,"Monstruo De Las Pesadillas, El",9789871603541,1,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
90,MLU692778239,"Lo Que Vemos, Lo Que Nos Mira - Georges Didi-huberman",9789875000094,1,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
91,MLU694685967,Pack 5 Revistas De Crochet Para Perros Tejido Mascotas,9788039089814,1,2,otros-productos/papeleria-manualidades,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
92,MLU696185184,Guitarras. Pasado Y Presente Musica Instrumentos,9788445909560,1,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
93,MLU701739298,"Puentes Hacia La Comunicación Músical 1: Ezequiel Ander-egg Dialoga Con De Gainza, De Violeta H. De Gainza. Puentes Hacia La Comunicación Músical, Vol. 1. Editorial Lumen, Tapa Blanda En Español",9789507245121,1,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,error,sin_datos
94,MLU703514356,Van Gogh,9788445909263,1,2,otros-libros,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
95,MLU706711020,"Libro Ensayos Sobre La Nacionalidad Judia - Jaime Zhitlows, De Jaime Zhitlowsky. Editorial Editorial Saban",9789872267513,1,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
96,MLU706724052,"Violencia Nazi Contra La Iglesia - Mario Rosso, De Mario Rosso. Editorial Saban En Español",9789872267506,1,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
97,MLU707859674,Guia Completa De Rastreo,9788499101866,1,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
98,MLU713493542,Libro Bodyfulness De Christine Caldwell,9789873761447,1,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
99,MLU724738736,"Rolling Stones - Las Mejores Tapas De Discos, De Daniel Flores. Editorial Colecciones La Naciòn, Tapa Blanda En Español",9789878487885,1,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
100,MLU724788012,"Cuaderno De Estimulación Cognitiva 6 A 8 Años: ¿juegas Conmigo?, De Giraldo Granados, Pedro., Vol. 1. Editorial Atomo Games Editorial (libros), Tapa Blanda En Español",9788409573875,1,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
101,MLU735169488,Libro Chicas En Tecnologia - Contreras / Hadad / Masnatta /,9789871941681,1,2,otros-libros,no,no,editorial · páginas · idioma · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
102,MLU736273664,"Curso De Lingüística General - Antología Anotada, De Ferdinand De Saussure. Editorial Akal (a), Tapa Blanda En Español",9789874683243,1,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
103,MLU783577258,"No Es Lo Mismo - Guarnieri, Silvia, De Guarnieri, Sil. Editorial Lid Publishing En Español",9788416894000,1,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
104,MLU815413708,"Moisés Y Los Diez Mandamientos, De Marco De Veri. Editorial Imaginador De Ediciones, Tapa Blanda En Español",9789507688294,1,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
105,MLU826913028,"Un Estimulo Todos Los Dias, De Fernández, Victor Manuel. Editorial Guadalupe En Español",9789505005321,1,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
106,MLU852978478,"La Comunicacion Del Vino, De Castro Galiana, Rodolfo., Vol. 1. Editorial Fragua De Publicaciones, Tapa Blanda En Español",9788469775165,1,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
107,MLU863192516,La Misión Ponsonby I !,9789502325491,1,2,otros-libros,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
108,MLU1445876802,Dora La Exploradora Búsqueda Del Tesoro Colorear Infantil,9789580492757,2,2,infantil-juvenil/actividades-aprendizaje,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
109,MLU686390232,Mi Estuche De Imanes: Dinosaurios - 30 Imanes Y 1 Póster,9791039508209,2,2,infantil-juvenil/actividades-aprendizaje,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
110,MLU693700826,Diccionario Oxford Pocket Español / Ingles Latinoamerica,9780194316002,2,2,idiomas-aprendizaje,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
111,MLU693866378,Diccionario Oxford Pocket Español / Ingles Latinoamerica,9780194316002,2,2,idiomas-aprendizaje,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
112,MLU701173834,"Mi Estuche De Imanes Dinosaurios: 30 Imanes De Dinosaurios, 1 Bonito Póster Para Saberlo Todo Sobre Los Dinosaurios, De Vv. Aa.., Vol. 1. Editorial Auzou Creatif, Tapa Dura, Edición 1 En Español",9791039508209,2,2,infantil-juvenil/actividades-aprendizaje,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
113,MLU719098428,"Kama Sutra Punto Por Punto, De Autor. Editorial Debolsillo En Español",9788490328866,2,2,literatura-ficcion/novela,no,no,autor · editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
114,MLU692931236,"¡las Mamás Y Los Bebés Primero!: Por Una Medicalización Razonada De La Maternidad, De Szejer Y Caumel-dauphin., Vol. 1. Editorial Creavida, Tapa Blanda En Español, 2007",9789879869673,4,4,familia-crianza/maternidad,no,no,editorial · páginas · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
115,MLU693128272,"Fragilidad En El Envejecimiento: Subjetividad Y Abordajes Preventivos, De Varios Autores., Vol. 1. Editorial Noveduc.com, Tapa Blanda En Español",9789875389748,4,1,otros-libros,no,no,autor · páginas · año · temas,falta_google_books,error,sin_datos,sin_datos,sin_datos,sin_datos
116,MLU620434837,"Libro - La Infancia Y Sus Bordes - Moreno, Julio",9789501263060,5,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
117,MLU629952475,"Los Límites, Un Mensaje De Cuidado - Gerstenhaber Claudia Es",9789875388017,5,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
118,MLU640783643,"Es De Sol - Fernández De Nazar Anchorena, Ana",9789871822171,5,2,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
119,MLU651899878,"Frases Cuánticas, De Brigitte Champetier. Editorial Berna L. Vaianella, Tapa Blanda En Español",9789878290706,5,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
120,MLU654677974,Equilibrio Relativo En Un Mundo Inestable - Anngwyn St. Jus,9789871522125,5,2,otros-libros,no,no,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
