prioridad,mlu,titulo,isbn,stock,publicaciones_mismo_isbn,categoria,enriquecida,ficha_ampliada,falta,motivo,google_books,open_library,bne,loc,dnb
3290,MLU636119116,Introducción A La Obra De Henri Wallon Psicología Infantil,9788476580189,1,2,psicologia/psicologia-clinica,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3291,MLU636144760,Libro El Caballo Deportivo. Toucedo. Orientacion Grafica,9789879260258,1,2,naturaleza-animales/caballos-equitacion,si,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,error,sin_datos
3292,MLU636599693,"Somos Lo Que Comemos, De Mónica Katz. Editorial Katz, Mónica; Groisman, Valeria Sol En Español",9789877353280,1,2,medicina-salud/nutricion,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3293,MLU636733333,La Politica Como Disputa De Las Esperanzas Álvaro Garcia,9789878131566,1,2,filosofia-ciencias-sociales/ciencia-politica,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3294,MLU636845988,"Proyecto Agua Viva, Nacidos Del Agua. Libro De Actividades 1",9788428531528,1,2,infantil-juvenil/actividades-aprendizaje,si,si,autor · páginas · temas,falta_google_books,pendiente,encontrado,encontrado,error,sin_datos
3295,MLU636890147,Biblia Nvi Ultrafina Tapa Piel Azul Nueva Versión,9781563209239,1,2,religion-espiritualidad/biblia,no,si,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
3296,MLU636910642,Niños Y Adolescentes Difíciles Fiorenza Nardone Terapia,9789871068470,1,2,infantil-juvenil/literatura-infantil,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3297,MLU636966983,Universidad Prácticas Innovación Pedagógica Elisa Lucarelli,9789879020937,1,2,educacion/pedagogia,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3298,MLU637106304,María Montessori Le Habla A Los Padres,9789079506408,1,2,educacion/pedagogia,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,error,sin_datos
3299,MLU637349079,Andar Entre Metáforas Mariela Bortolón,9789876023283,1,2,psicologia,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3300,MLU637456692,"Formación Del Hombre Sp3, Montessori",9789079506330,1,2,educacion/pedagogia,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3301,MLU639035281,La Vela. Iniciación A La Navegación Y La Regata - Bourdeaux,9788426110091,1,2,deportes/otros-deportes,si,si,páginas · año · temas,falta_google_books,pendiente,encontrado,encontrado,sin_datos,sin_datos
3302,MLU639955937,Ultrasonografía En Obstetricia Y Diagnóstico Prenatal,9789873954511,1,2,medicina-salud,no,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
3303,MLU640020479,Instrumentación Quirúrgica Volumen 1 Técnicas En Cirugía Gen,9789500696791,1,2,medicina-salud,no,si,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
3304,MLU640040519,Libro El Cuaderno Rojo Historias Verdaderas Paul Auster,9789875804913,1,2,literatura-ficcion,no,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,error,sin_datos
3305,MLU640050247,Cálculo De Una Variable - 8/ed - Stewart,9786075265506,1,2,ciencia-tecnologia/matematica,si,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,error,sin_datos
3306,MLU640074703,Family And Friends Level 1 Workbook Second Edition Simmons,9780194808026,1,2,idiomas-aprendizaje/ingles,no,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,error,sin_datos
3307,MLU640165647,Shaffner - Rogers Cuidados Intensivos Pediátricos 5 Edicion,9788416781614,1,2,medicina-salud,si,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,encontrado,sin_datos,sin_datos
3308,MLU640191639,Shaffner Rogers Cuidados Intensivos Pediátricos 5ed/2017 Env,9788416781614,1,2,medicina-salud,si,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,encontrado,sin_datos,sin_datos
3309,MLU640218253,Tarot Y Kabala - Samael Aun Weor - En Español,9785892130929,1,2,esoterismo-tarot/tarot-oraculos,no,si,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
3310,MLU640225187,"Libro Familia, Escuela Y Pantallas - Ramón Breu",9788412740646,1,2,educacion/formacion-docente,no,si,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
3311,MLU640257207,Tarot Y Kabala,9785892130929,1,2,esoterismo-tarot/tarot-oraculos,no,si,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
3312,MLU640785579,¡empuja! Nuestros Partos - Cesarea Embarazo Historias Comics,9788441543713,1,2,familia-crianza/maternidad,si,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,encontrado,error,sin_datos
3313,MLU640786285,Yo Juego ¿y Tu? Método Fácil De Lectoescritura Cuaderno 3,9788418672903,1,2,infantil-juvenil,si,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,error,sin_datos
3314,MLU640787807,Yo Juego ¿y Tu? Método Fácil De Lectoescritura Cuaderno 4,9788418672910,1,2,infantil-juvenil,si,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
3315,MLU640799107,"Yo Juego, ¿Y Tú? Fichas De Trabajo Para Los Alumnos, De Campos Romero, Josefa. Editorial Mandala Ediciones, Tapa Blanda En Español",9788418672903,1,2,infantil-juvenil,si,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,error,sin_datos
3316,MLU641317963,El Erotismo Francesco Alberoni Tapa Dura,9788422633440,1,3,otros-libros,si,si,temas,falta_google_books,pendiente,sin_datos,encontrado,error,sin_datos
3317,MLU641492871,Mi Biblia Infantil - De Bolsillo,9789508619778,1,2,religion-espiritualidad/biblia,no,si,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3318,MLU641514762,Didáctica De La Música En La Educación Secundaria,9788478277674,1,2,educacion/pedagogia,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3319,MLU641739139,Actividades Para La Estimulación Adecuada,9789871694945,1,2,infantil-juvenil/actividades-aprendizaje,no,si,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
3320,MLU641746788,El Buda Rebelde: Un Camino Hacia La Libertad,9788499887005,1,2,religion-espiritualidad/otras-tradiciones,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3321,MLU642336961,"Mi Biblia Infantil: De Bolsillo, De Biblia. Editorial San Pablo, Tapa Dura En Español, 2010",9789508619778,1,2,religion-espiritualidad/biblia,no,si,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3322,MLU642491841,Cuaderno De Actividades Para Adultos Vol. 12,9788419654052,1,2,infantil-juvenil/actividades-aprendizaje,no,si,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
3323,MLU642491937,La Biblia Latinoamericana Letra Grande,9788428510448,1,2,religion-espiritualidad/biblia,no,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,encontrado,sin_datos,sin_datos
3324,MLU642504675,Masiosare - Los Mitos Que Nos Dieron Traumas 2 - Zunzunegui,9786073828567,1,2,filosofia-ciencias-sociales,no,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
3325,MLU642504807,Biblia Latinoamericana Letra Grande - Aa.vv. 2010 Tapa Dura,9788428510448,1,2,religion-espiritualidad/biblia,no,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,encontrado,sin_datos,sin_datos
3326,MLU643000071,Libro: Rembrandt Y La Pintura Holandesa Del Siglo Xvii,9788488061546,1,2,arte-diseno-fotografia,no,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,error,sin_datos
3327,MLU643026167,Balance Psicomotor: Exploración Del Desarrollo Infantil,9798858516132,1,2,psicologia/psicomotricidad,no,si,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3328,MLU643088490,"Psicoanalisis, El: Cruces Con Otras Disciplinas.nuñez, Gasto",9789878406817,1,2,psicologia/psicoanalisis,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3329,MLU643154986,"Psicoanálisis Escuela Inglesa, Sus Aportes A La Clínica",9789878406480,1,2,psicologia/psicoanalisis,no,si,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3330,MLU643192227,El Cuento De Mi Vida Hans Christian Andersen,9788490748930,1,2,infantil-juvenil/literatura-infantil,si,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,encontrado,error,sin_datos
3331,MLU643217943,"El Cuento De Mi Vida, De Hans Christian Andersen",9788490748930,1,2,infantil-juvenil/literatura-infantil,si,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,encontrado,error,sin_datos
3332,MLU643231351,"Tarot De La Nuit - Tarot De La Noche, De Carole-anne Eschenazi., Vol. Ninguno. Editorial Llewellyn, Tapa Blanda En Inglés, 2018",9780738759845,1,2,esoterismo-tarot/tarot-oraculos,no,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
3333,MLU643231744,Tewel Constitución Del Yo En Niños Severamente Perturbados,9789878984193,1,2,infantil-juvenil/literatura-infantil,no,si,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
3334,MLU643244317,Ceremonias Ii: Afirmaciones Y Decretos Saint Germain,9789706660398,1,2,esoterismo-tarot/espiritualidad-energia,no,si,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3335,MLU643269805,Teoría Y Clínica Obra De Isidoro Berenstein Psicoanalisis,9789878984049,1,2,psicologia/psicoanalisis,no,si,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
3336,MLU643288779,Educación Ontológica Coaching Ejercicios Prácticas D´addario,9798479680700,1,2,educacion/pedagogia,no,si,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3337,MLU643296636,"Homenaje A Lacan. Moscon, Julio",9789873630941,1,2,psicologia/psicoanalisis,no,si,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
3338,MLU643545690,"El Milagro Antiestrés, Dr. Carlos Jaramillo",9786070772696,1,2,medicina-salud,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3339,MLU643667741,El Cuerpo Pornográfico Marcas Y Adicciones Silvia Ons,9789501296976,1,2,medicina-salud,no,si,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3340,MLU643709756,Los Pioneros Del Psicoanalisis De Niños - Markman Reubins B,9789873630804,1,2,infantil-juvenil/literatura-infantil,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,error,sin_datos
3341,MLU643803027,Es Primavera Cuento De Estructuración Lingüística,9788416729777,1,2,infantil-juvenil/literatura-infantil,si,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,encontrado,error,sin_datos
3342,MLU643919247,Pygmalion Warbler Classics Annotated Edition,9781959891000,1,2,literatura-ficcion/teatro,no,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
3343,MLU643919725,Laminas Expresión Oral Enséñame A Hablar Lenguaje,9788416361342,1,2,idiomas-aprendizaje,si,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,error,sin_datos
3344,MLU644005320,Cuido Mi Cuerpo,9789872965761,1,2,infantil-juvenil,no,si,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
3345,MLU644096643,"La Piel Y La Marca Autolesiones Psicologia Le Breton, David",9789874025340,1,2,psicologia/psicologia-clinica,no,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
3346,MLU644174623,Chances Doctrina Y Jurisprudencia - Lorenzetti,9789507279218,1,2,derecho,no,si,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
3347,MLU644186983,Encendidas Viaje Íntimo Menopausia Transitarla Mejor,9789502816821,1,2,desarrollo-personal,no,si,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3348,MLU644193002,Diagnostico Operatorio En Adolescentes Y Adultos,9789879837122,1,2,infantil-juvenil/literatura-juvenil,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3349,MLU644204784,Piano Básico De Bastien Nivel 1,9780849794445,1,2,arte-diseno-fotografia,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3350,MLU644340815,El Gran Libro Del Té Sommelier De Té O Tea Master,9788491181217,1,2,cocina-gastronomia,si,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,encontrado,error,sin_datos
3351,MLU644431547,El Gran Libro Del Te. Carmen Escales. Integral,9788491181217,1,2,cocina-gastronomia,si,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,encontrado,error,sin_datos
3352,MLU644487429,Hacer Camino Con Freud Braier Psicoanalisis Psicologia,9789508923332,1,2,psicologia/psicoanalisis,no,si,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3353,MLU644789843,Crítica Razón Práctica Edición Bilingüe Kant Emmanuel,9789681673802,1,2,filosofia-ciencias-sociales/filosofia,no,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,error,encontrado
3354,MLU644816005,Arcanum Tarot Thelema Tarot Renata Lechner,9780738758756,1,2,esoterismo-tarot/tarot-oraculos,si,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,error,sin_datos
3355,MLU644875675,Santa Biblia Tomo I Y Ii- Antiguo Y Nuevo Testamento,9782326036840,1,2,religion-espiritualidad/biblia,no,si,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3356,MLU644963323,El Carro Triunfal Del Antimonio,9788485316595,1,2,esoterismo-tarot/hermetismo-alquimia,si,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,encontrado,error,sin_datos
3357,MLU644976237,Pack Tri Roma =africanus + Leg Maldit+tra Roma Posteguillo,9788498727159,1,2,literatura-ficcion,no,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
3358,MLU644976285,El Carro Triunfal Del Antimonio Cabala Valentin Alquimia,9788485316595,1,2,esoterismo-tarot/hermetismo-alquimia,si,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,encontrado,error,sin_datos
3359,MLU645148755,Yo Declaro 366 Declaraciones De Mujer Padre Camilo Cardozo,9798843954017,1,2,religion-espiritualidad/espiritualidad,no,si,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3360,MLU645213671,Yo Declaro 366 Declaraciones Hombre Padre Camilo Cardozo,9798843953638,1,2,religion-espiritualidad/espiritualidad,no,si,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3361,MLU645260889,Psicológicamente Hablando Recorrido Maravillas De La Mente,9788449332425,1,2,medicina-salud/salud-mental,no,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,encontrado,sin_datos,sin_datos
3362,MLU645492740,El Sufrimiento Psiquico En Los Niños,9789875383128,1,2,infantil-juvenil/literatura-infantil,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3363,MLU645514645,Garfield 2004-2006 No 14 Planeta Comic Jim Davis,9788468472799,1,2,comics-manga,si,si,editorial · año · temas,falta_google_books,pendiente,encontrado,encontrado,error,sin_datos
3364,MLU645584081,El Yermo Sergi Llauger Novela Terror,9788418510403,1,2,literatura-ficcion/novela,no,si,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3365,MLU645814631,El Oraculo De Merlín Te Responde Alberto Lajas,9798322763369,1,2,esoterismo-tarot/magia-brujeria,no,si,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3366,MLU646073058,Fisiología Articular Tronco Y Raquis Sexta Edición Kapandji,9788498354607,1,2,medicina-salud,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3367,MLU646486249,Todo Aprendí Psicología Económica Economía Psicología Thaler,9788423425549,1,2,psicologia/psicologia-clinica,si,si,páginas · año · temas,falta_google_books,pendiente,encontrado,encontrado,error,sin_datos
3368,MLU646590507,"Garfield 1996-1998 Davis, Jim Planet Comics",9788468479958,1,2,comics-manga,si,si,editorial · año · temas,falta_google_books,pendiente,encontrado,encontrado,error,sin_datos
3369,MLU646806376,Mama Me Vino Madres Hijas Mesntruacion Pubertad,9789872808990,1,2,infantil-juvenil/educacion-menstrual,no,si,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3370,MLU646833228,Los Extraños Jon Bilbao,9788418668623,1,2,literatura-ficcion/novela,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3371,MLU647350429,Manejo De La Explotación Bovina - Edgardo J. Vanoni,9789879260203,1,2,naturaleza-animales,no,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
3372,MLU647363317,Enfermería Niños Adolescentes Fundación Garrahan,9786316511089,1,2,infantil-juvenil/literatura-infantil,no,si,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3373,MLU647510967,La Esencia Del Juego Libre - Gema Luna,9788410001121,1,2,infantil-juvenil,si,si,páginas · año · temas,falta_google_books,pendiente,sin_datos,encontrado,error,sin_datos
3374,MLU647536833,"Libro La Paz Se Aprende - D'ansembourg, Thomas",9788416601578,1,2,desarrollo-personal,si,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,encontrado,sin_datos,sin_datos
3375,MLU647549855,"Libro Paz Se Aprende, La - D'ansembourg, Thomas",9788416601578,1,2,desarrollo-personal,si,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,encontrado,sin_datos,sin_datos
3376,MLU647695309,Ernesto Guevara Che Biografía Paco Taibo Ii 912 Páginas,9786070744488,1,2,historia,no,si,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3377,MLU647751240,Leccion Diosas Enseñan Grandes Mujeres Historia Salinas,9789876092074,1,2,historia,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3378,MLU647899665,Homestuck Volumen 4 - Edición De Colección En Inglés,9781421599427,1,2,idiomas-aprendizaje/ingles,si,si,editorial · páginas · año,falta_google_books,pendiente,encontrado,sin_datos,encontrado,sin_datos
3379,MLU647938503,"Homestuck, Book 4 : Act 5 Act 1, De Andrew Hussie. Editorial Viz Media, Subs. Of Shogakukan Inc, Tapa Dura En Inglés",9781421599427,1,2,idiomas-aprendizaje/ingles,si,si,editorial · páginas · año,falta_google_books,pendiente,encontrado,sin_datos,encontrado,sin_datos
3380,MLU648462039,Química De Brown - Enfoque Por Competencias L. Brown,9786073223393,1,2,ciencia-tecnologia/fisica-quimica,no,si,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3381,MLU648516310,Hay Algo Matando Niños 02 Comic Autor : Tynion Iv James,9789504979173,1,2,infantil-juvenil/literatura-infantil,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,error,sin_datos
3382,MLU648794529,Mibe 2024/25 Medicina Interna Basada Evidencia Edición 5,9788396362223,1,2,medicina-salud,no,si,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3383,MLU649279752,El Acuerdo - Mary Balogh,9789878454238,1,2,literatura-ficcion/novela,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,error,sin_datos
3384,MLU649340186,Aprender Y Enseñar A Leer Y A Escribir. Sus Controversias,9789508088901,1,2,educacion,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3385,MLU649366110,"Lectura, Escritura Y Formación Docente Beatriz Actis",9789508088925,1,2,educacion/formacion-docente,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3386,MLU649366328,Psicoanalisis Psicoterapia Terapeuta Psicologia Mussi,9789508088819,1,2,psicologia/psicoanalisis,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3387,MLU649416110,"El Cuerpo, Entre Homero Y Platon",9789876915588,1,2,medicina-salud,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3388,MLU649443472,Estaciones De La Bruja El Oráculo Del Shamhain,9782813227263,1,2,esoterismo-tarot/tarot-oraculos,no,si,páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
3389,MLU649512870,La Mayor Esperanza Adventistas,9789877019544,1,2,religion-espiritualidad/espiritualidad,no,si,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3390,MLU649516384,La Violencia En Los Márgenes Auyero Berti Maestra Sociólogo,9788492946525,1,2,filosofia-ciencias-sociales/sociologia-antropologia,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3391,MLU649589171,Yo Nací Del Amor De Mi Mamá: Cuento Sobre Familias Monoparen,9798737315542,1,2,infantil-juvenil/literatura-infantil,no,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
3392,MLU649678468,"El Juego Como Andamiaje De La Educación, Cortés",9789877711714,1,2,educacion/pedagogia,no,si,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3393,MLU649678600,Abc Alfabetización Pujato ¿enseñamos A Leer Y A Escribir?,9789508085788,1,2,educacion,no,si,páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
3394,MLU649729012,Contabilidad De Costos Un Enfoque Gerencial 14/e,9786073210249,1,2,negocios-economia,no,si,páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
3395,MLU649730140,Los Números La Numeración En La Escuela Primaria,9789508086884,1,2,educacion/formacion-docente,no,si,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3396,MLU649886346,"Límites, Normas Y Autoridad Pitluk",9789877711219,1,2,educacion,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3397,MLU649886376,Los Desafíos De Leer Y Escribir En La Escuela Lectores,9789877711202,1,2,educacion/formacion-docente,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3398,MLU649910557,"Rvr 1960 Biblia Compacta - Letra Grande Azul/violeta, De B&h Español Editorial Staff. Editorial Broadman & Holman Publishers, Tapa Blanda En Español, 2016",9781433620195,1,2,religion-espiritualidad/reina-valera,no,si,editorial · páginas · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3399,MLU650028388,Puro Sufrimiento Louise Segunda Guerra Vida Cotidiana,9789878012261,1,2,historia/historia-mundial,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3400,MLU650133456,Vivir En Pareja Caratozzolo Pasion Psicologia Amor,9789508085375,1,2,psicologia/psicologia-clinica,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3401,MLU650158956,Niño En La Encrucijada: Juego Sexualidad Infantil Giraldi,9789508084033,1,2,infantil-juvenil/literatura-infantil,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3402,MLU650171278,Dificultades De La Practica Del Psicoanalisis,9789508086730,1,2,psicologia/psicoanalisis,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3403,MLU650171300,"Escuela Un Paraíso Posible, La Propuestas Aula Educativa",9789508085566,1,2,educacion/formacion-docente,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3404,MLU650265058,Marketing Se Mueve Una Nueva A,9789501210958,1,2,negocios-economia,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3405,MLU650389436,Aprendizaje Significativo A Traves Del Juego (sala 5 Años),9789875382565,1,2,educacion/pedagogia,no,si,páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
3406,MLU650471169,"Un Año De Conexión Con La Naturaleza: Calendario Para Crear Hábitos Saludables Y Reconectar Con Nuestro Entorno, De Leaping Hare. Editorial Cinco Tintas, Tapa Dura En Español",9788419043528,1,2,desarrollo-personal,si,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3407,MLU650588802,Transformaciones Niños Problemas De Aprendizaje Rego,9789872576660,1,2,infantil-juvenil/literatura-infantil,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3408,MLU651083160,"Ethereal Visions Tarot Luna Edition - Matt Hughes, De Matt Hughes. Editorial U.s. Games, Tapa Blanda En Inglés",9781646711123,1,2,esoterismo-tarot/tarot-oraculos,no,si,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
3409,MLU651582722,"Tarot, Cartas, Adivinación: Klimt Tarot (libro + Cartas) (mazo), De Klimt Gustav. Editorial Lo Scarabeo En Español",9788883954610,1,2,esoterismo-tarot/tarot-oraculos,no,si,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3410,MLU651694481,Libro Infantil Veterinaria:maletín Educativo Con Actividades,9788742551943,1,2,infantil-juvenil/literatura-infantil,no,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
3411,MLU651865348,"La Experiencia Angelica - Terry Lynn Taylor, De Terry Lynn Taylor. Editorial Ediciones Obelisco S.l, Tapa Blanda En Español",9788477205883,1,2,esoterismo-tarot/espiritualidad-energia,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3412,MLU652058962,"Manual Avanzado De Tarot - Benages, Francisco",9788412250879,1,2,esoterismo-tarot/tarot-oraculos,no,si,páginas · año · temas,falta_google_books,pendiente,pendiente,pendiente,sin_datos,sin_datos
3413,MLU652227025,"Libro Química La Ciencia Central, Brown, Ejercicios Y Teoría",9786073256391,1,2,ciencia-tecnologia,no,si,editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
3414,MLU652368909,Tratamiento Ambulatorio Intensivo: Adicciones Y Salud Mental,9789875386464,1,2,medicina-salud,no,si,editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
